task_id,title,description,priority,status,assignee,project,created_date,due_date,completed_date,tags,estimated_hours,actual_hours,dependencies,progress_percent,comments_count,last_updated
TASK-0337,Deploy model to staging,Testing and QA tasks,Low,Done,Jaya,Payments,2025-10-12,2025-10-16,2025-10-20,"ux,devops,frontend",24,19,,100,13,2025-10-14
TASK-0338,Build notification service,Backend APIs and integration,Critical,Todo,Jaya,AuthService,2025-10-13,2025-11-18,,"api,ux",4,,,0,9,2025-10-15
TASK-0339,Write API documentation,Performance improvements and profiling,Low,Done,Jaya,Payments,2025-09-08,2025-09-23,2025-09-21,performance,8,5,,100,7,2025-10-01
TASK-0340,Refactor legacy code,Documentation and handover,Low,In Progress,Faisal,Dashboard,2025-07-19,2025-08-04,,"performance,ux,research",4,,TASK-31,11,15,2025-09-02
TASK-0341,Fix production bug - payment,Customer-facing improvements,High,Done,Aisha,Notifications,2025-08-11,2025-09-22,2025-09-04,"performance,bug",8,12,,100,5,2025-10-14
TASK-0342,Write API documentation,Testing and QA tasks,High,Todo,Faisal,Platform,2025-08-20,2025-09-01,,"frontend,bug",4,,,0,13,2025-09-07
TASK-0343,Implement role based access,Model training and evaluation,Medium,Blocked,Esha,Platform,2025-09-04,2025-10-04,,bug,24,,,40,14,2025-09-07
TASK-0344,Optimize DB queries,Frontend design and interaction,Low,Todo,Harish,Notifications,2025-09-24,2025-10-26,,"frontend,api",4,,,0,15,2025-09-27
TASK-0345,Create data backup job,Frontend design and interaction,Low,Todo,Esha,Scheduler,2025-09-23,2025-10-28,,"ux,devops",40,,,0,5,2025-10-06
TASK-0346,Optimize image processing,Backend APIs and integration,Low,In Progress,Bhanu,Analytics,2025-10-11,2025-11-01,,"frontend,performance,bug",40,,,18,0,2025-10-11
TASK-0347,Improve logging & monitoring,Documentation and handover,Medium,Done,Jaya,Onboarding,2025-09-02,2025-09-07,2025-09-12,"api,bug,ml",8,11,,100,2,2025-10-07
TASK-0348,Fix production bug - payment,Performance improvements and profiling,Low,In Progress,Deepak,Dashboard,2025-10-03,2025-10-07,,ml,24,,,41,3,2025-10-07
TASK-0349,Write API documentation,Performance improvements and profiling,High,Done,Jaya,Scheduler,2025-08-30,2025-10-14,2025-09-05,"data,devops",24,25,,100,13,2025-09-04
TASK-0350,Conduct A/B test,Performance improvements and profiling,High,Review,Gayathri,Dashboard,2025-10-03,2025-10-08,,"bug,api,devops",8,,,90,2,2025-10-07
TASK-0351,Improve logging & monitoring,Performance improvements and profiling,Low,Done,Esha,Scheduler,2025-09-28,2025-10-20,2025-10-24,data,24,21,TASK-40,100,13,2025-10-11
TASK-0352,Integrate payment gateway,Documentation and handover,Medium,In Progress,Esha,Analytics,2025-09-12,2025-10-22,,data,4,,TASK-339,64,12,2025-09-14
TASK-0353,Create task scheduler,Performance improvements and profiling,High,In Progress,Jaya,ML-Pipeline,2025-07-21,2025-08-21,,"research,bug,ml",8,,TASK-310,38,13,2025-09-27
TASK-0354,Design user onboarding flow,Detailed work on feature as per spec,Medium,Todo,Harish,ML-Pipeline,2025-07-18,2025-08-15,,"ux,api,research",40,,,0,9,2025-07-29
TASK-0355,Build notification service,Frontend design and interaction,Low,Todo,Aisha,Payments,2025-10-11,2025-10-27,,"ml,devops",24,,,0,9,2025-10-14
TASK-0356,Build notification service,Documentation and handover,Medium,Todo,Chitra,ML-Pipeline,2025-08-13,2025-09-15,,api,40,,,0,1,2025-09-24
TASK-0357,Design user onboarding flow,Backend APIs and integration,Medium,Review,Gayathri,ML-Pipeline,2025-08-01,2025-09-11,,"data,research,backend",24,,,88,15,2025-08-30
TASK-0358,Migrate DB schema,Detailed work on feature as per spec,Medium,In Progress,Faisal,Platform,2025-10-06,2025-10-26,,"performance,api,frontend",24,,,49,0,2025-10-08
TASK-0359,Data ingestion from 3rd-party,Data pipeline and ETL,Medium,In Progress,Irfan,Payments,2025-07-31,2025-08-24,,"api,ml,research",24,,,51,5,2025-08-26
TASK-0360,Data ingestion from 3rd-party,Backend APIs and integration,Medium,Todo,Deepak,Scheduler,2025-07-29,2025-09-01,,performance,24,,,0,0,2025-09-12
TASK-0361,Implement role based access,Model training and evaluation,Medium,Todo,Irfan,Onboarding,2025-10-06,2025-10-30,,"frontend,devops",4,,,0,11,2025-10-06
TASK-0362,Conduct A/B test,DevOps tasks for deployment,Low,Todo,Irfan,Ops,2025-07-21,2025-07-30,,"backend,api,data",4,,,0,3,2025-08-11
TASK-0363,Investigate latency issue,Backend APIs and integration,High,Done,Chitra,Notifications,2025-08-19,2025-09-23,2025-09-19,"frontend,ml,bug",16,22,TASK-104,100,7,2025-10-11
TASK-0364,Create onboarding emails,Documentation and handover,Medium,In Progress,Bhanu,Notifications,2025-08-28,2025-09-26,,"devops,ml",40,,,34,13,2025-09-23
TASK-0365,Implement role based access,Documentation and handover,Critical,In Progress,Faisal,Onboarding,2025-08-19,2025-08-31,,data,4,,TASK-162,56,13,2025-08-22
TASK-0366,Evaluate model accuracy,Detailed work on feature as per spec,Medium,Review,Jaya,Onboarding,2025-07-26,2025-09-09,,"research,performance,data",40,,,81,8,2025-10-01
TASK-0367,Fix production bug - payment,Frontend design and interaction,High,In Progress,Deepak,Platform,2025-07-27,2025-09-07,,"api,bug,performance",8,,,15,10,2025-09-14
TASK-0368,Implement caching layer,Frontend design and interaction,Medium,In Progress,Deepak,AuthService,2025-08-10,2025-09-17,,"data,bug",8,,TASK-277,80,9,2025-10-03
TASK-0369,User research interviews,Backend APIs and integration,High,Done,Esha,Platform,2025-08-30,2025-09-09,2025-08-31,"frontend,api,research",40,53,,100,7,2025-09-21
TASK-0370,Data ingestion from 3rd-party,Model training and evaluation,Medium,Done,Jaya,Scheduler,2025-08-27,2025-10-02,2025-09-11,bug,40,47,,100,4,2025-10-11
TASK-0371,Deploy model to staging,Performance improvements and profiling,Low,Todo,Chitra,ML-Pipeline,2025-09-17,2025-10-18,,bug,40,,,0,8,2025-10-05
TASK-0372,Write API documentation,Performance improvements and profiling,Critical,Review,Harish,Dashboard,2025-09-24,2025-10-06,,"ml,api,data",8,,,86,6,2025-10-08
TASK-0373,Write API documentation,Detailed work on feature as per spec,High,Done,Faisal,AuthService,2025-07-29,2025-08-27,2025-08-05,bug,40,35,,100,11,2025-09-05
TASK-0374,Data ingestion from 3rd-party,Documentation and handover,Low,Todo,Jaya,Dashboard,2025-10-08,2025-10-30,,"devops,ml",24,,TASK-281,0,13,2025-10-15
TASK-0375,Refactor legacy code,Model training and evaluation,Medium,Done,Gayathri,ML-Pipeline,2025-07-29,2025-08-09,2025-08-02,"api,ux,data",8,11,,100,12,2025-09-10
TASK-0376,Prototype new UI,Detailed work on feature as per spec,Critical,Done,Esha,AuthService,2025-09-23,2025-09-27,2025-10-02,"research,data,frontend",40,27,,100,6,2025-10-08
TASK-0377,User research interviews,Detailed work on feature as per spec,Low,Done,Chitra,Onboarding,2025-09-09,2025-09-25,2025-09-16,"ux,api,frontend",40,48,,100,10,2025-10-06
TASK-0378,Create dashboard widgets,Performance improvements and profiling,Low,In Progress,Gayathri,Notifications,2025-10-03,2025-10-13,,data,8,,,28,4,2025-10-07
TASK-0379,Deploy model to staging,Frontend design and interaction,Low,Done,Chitra,Onboarding,2025-10-07,2025-10-29,2025-10-19,bug,8,8,,100,6,2025-10-10
TASK-0380,Conduct A/B test,Customer-facing improvements,Medium,In Progress,Irfan,Dashboard,2025-09-30,2025-10-20,,bug,24,,,13,13,2025-10-07
TASK-0381,Optimize image processing,Detailed work on feature as per spec,Low,Done,Bhanu,Payments,2025-08-04,2025-09-17,2025-08-12,"ux,performance",24,16,,100,11,2025-10-12
TASK-0382,Create dashboard widgets,Data pipeline and ETL,Medium,In Progress,Irfan,ML-Pipeline,2025-10-09,2025-10-12,,"ux,research",8,,TASK-247,39,12,2025-10-11
TASK-0383,Setup feature rollout,Data pipeline and ETL,Medium,In Progress,Aisha,Scheduler,2025-08-07,2025-09-15,,research,4,,,20,8,2025-10-01
TASK-0384,Optimize DB queries,Customer-facing improvements,Medium,Done,Faisal,Notifications,2025-08-18,2025-09-07,2025-08-25,"bug,ux,devops",24,37,,100,15,2025-08-18
TASK-0385,Implement role based access,Detailed work on feature as per spec,Medium,In Progress,Harish,Dashboard,2025-08-07,2025-08-15,,"frontend,data,backend",24,,,50,11,2025-09-25
TASK-0386,Create dashboard widgets,Detailed work on feature as per spec,Low,In Progress,Deepak,ML-Pipeline,2025-10-13,2025-10-30,,"backend,research,bug",8,,TASK-315,43,7,2025-10-14
TASK-0387,Annotate training data,Detailed work on feature as per spec,Low,Done,Jaya,Payments,2025-10-14,2025-10-29,2025-11-03,"frontend,research",40,44,TASK-100,100,5,2025-10-14
TASK-0388,Refactor legacy code,Frontend design and interaction,High,Todo,Jaya,Payments,2025-08-09,2025-08-29,,backend,40,,,0,13,2025-08-15
TASK-0389,Create data backup job,Testing and QA tasks,Medium,Done,Esha,AuthService,2025-07-19,2025-08-24,2025-08-17,"bug,data",4,5,,100,14,2025-08-28
TASK-0390,Design user onboarding flow,Performance improvements and profiling,Low,Todo,Jaya,Onboarding,2025-09-16,2025-10-16,,devops,8,,TASK-160,0,3,2025-09-16
TASK-0391,Write API documentation,Performance improvements and profiling,High,In Progress,Faisal,Notifications,2025-09-13,2025-09-22,,"devops,bug",4,,,71,2,2025-10-11
TASK-0392,Conduct A/B test,Backend APIs and integration,Medium,In Progress,Bhanu,Onboarding,2025-10-10,2025-11-06,,"frontend,ml",4,,,61,13,2025-10-10
TASK-0393,Integrate payment gateway,Detailed work on feature as per spec,Medium,In Progress,Gayathri,Dashboard,2025-10-02,2025-11-13,,"devops,backend",24,,,59,3,2025-10-07
TASK-0394,Investigate latency issue,Detailed work on feature as per spec,Medium,In Progress,Deepak,AuthService,2025-10-01,2025-10-04,,"frontend,devops,ml",40,,,58,14,2025-10-03
TASK-0395,Write unit tests for scheduler,Frontend design and interaction,High,Todo,Esha,Ops,2025-08-20,2025-09-24,,"bug,research,ml",8,,,0,0,2025-09-22
TASK-0396,Refactor legacy code,Frontend design and interaction,Low,In Progress,Irfan,Onboarding,2025-08-21,2025-09-15,,devops,8,,,48,14,2025-09-28
TASK-0397,Migrate DB schema,Testing and QA tasks,High,In Progress,Faisal,Ops,2025-09-06,2025-10-05,,"ml,frontend",24,,,10,0,2025-09-20
TASK-0398,Migrate DB schema,Data pipeline and ETL,Medium,Todo,Harish,Analytics,2025-08-27,2025-09-12,,"ml,backend",16,,TASK-184,0,4,2025-09-14
TASK-0399,Improve logging & monitoring,Data pipeline and ETL,Medium,Done,Faisal,Onboarding,2025-10-11,2025-10-26,2025-10-17,"ml,devops",16,21,,100,6,2025-10-11
TASK-0400,Create dashboard widgets,Model training and evaluation,Critical,Todo,Chitra,Dashboard,2025-07-23,2025-08-02,,"devops,research",24,,,0,13,2025-07-31
TASK-0401,Integrate payment gateway,Frontend design and interaction,High,Todo,Deepak,Payments,2025-08-07,2025-09-03,,"bug,ux,performance",8,,,0,9,2025-08-26
TASK-0402,Train intent classifier,Data pipeline and ETL,Low,Blocked,Chitra,Platform,2025-08-01,2025-09-04,,frontend,24,,,32,12,2025-10-05
TASK-0403,Annotate training data,Documentation and handover,Medium,Todo,Faisal,Platform,2025-07-18,2025-08-20,,"api,ux,research",40,,,0,6,2025-08-15
TASK-0404,Implement role based access,Data pipeline and ETL,Medium,Todo,Deepak,Notifications,2025-08-21,2025-09-17,,"ml,bug,research",40,,TASK-385,0,11,2025-09-04
TASK-0405,Refactor legacy code,Detailed work on feature as per spec,Medium,Review,Gayathri,ML-Pipeline,2025-08-16,2025-09-15,,"bug,api",16,,,75,7,2025-09-01
TASK-0406,Investigate latency issue,Backend APIs and integration,Medium,Todo,Irfan,Platform,2025-08-06,2025-09-19,,research,8,,TASK-37,0,6,2025-09-17
TASK-0407,Optimize DB queries,Testing and QA tasks,Low,Review,Esha,Payments,2025-07-29,2025-08-09,,"data,research,backend",16,,,95,12,2025-10-11
TASK-0408,Conduct A/B test,Detailed work on feature as per spec,Medium,In Progress,Chitra,Dashboard,2025-09-15,2025-10-02,,"devops,api,ux",40,,,75,14,2025-09-25
TASK-0409,Create onboarding emails,Backend APIs and integration,Medium,Todo,Gayathri,Payments,2025-08-19,2025-09-19,,"backend,bug,ml",40,,,0,15,2025-10-09
TASK-0410,Add feature flags,Testing and QA tasks,Medium,In Progress,Gayathri,Platform,2025-09-06,2025-09-29,,"backend,ux,ml",8,,,47,12,2025-09-30
TASK-0411,Optimize DB queries,Performance improvements and profiling,Low,In Progress,Harish,AuthService,2025-09-02,2025-10-11,,"research,frontend",8,,TASK-284,27,15,2025-09-03
TASK-0412,Create dashboard widgets,Data pipeline and ETL,Low,Done,Esha,Payments,2025-09-15,2025-10-06,2025-10-06,"frontend,api,backend",16,17,TASK-211,100,4,2025-10-02
TASK-0413,Deploy model to staging,Documentation and handover,High,In Progress,Deepak,Scheduler,2025-09-18,2025-10-10,,"api,ml",40,,,44,14,2025-09-26
TASK-0414,Optimize DB queries,Detailed work on feature as per spec,Critical,In Progress,Gayathri,Ops,2025-09-13,2025-10-19,,"ux,api",24,,,10,9,2025-10-12
TASK-0415,Annotate training data,Model training and evaluation,Medium,Done,Chitra,Dashboard,2025-09-13,2025-09-27,2025-10-02,"performance,api,ux",8,10,TASK-358,100,8,2025-10-01
TASK-0416,Add feature flags,Backend APIs and integration,Medium,Review,Deepak,ML-Pipeline,2025-08-23,2025-09-30,,bug,4,,,94,13,2025-09-20
TASK-0417,Create dashboard widgets,Model training and evaluation,Low,Todo,Aisha,AuthService,2025-07-25,2025-08-26,,"bug,performance",8,,,0,4,2025-09-04
TASK-0418,Add feature flags,Documentation and handover,Medium,Todo,Irfan,Payments,2025-08-19,2025-08-30,,"research,ml",8,,,0,3,2025-09-22
TASK-0419,Implement caching layer,Performance improvements and profiling,Low,Review,Aisha,Notifications,2025-09-25,2025-10-26,,"ml,devops",4,,,76,1,2025-10-15
TASK-0420,Create onboarding emails,DevOps tasks for deployment,Medium,Review,Bhanu,Dashboard,2025-07-18,2025-08-09,,"backend,ux",4,,,77,7,2025-08-12
TASK-0421,Create task scheduler,Detailed work on feature as per spec,Medium,Done,Faisal,Payments,2025-07-19,2025-09-02,2025-07-23,frontend,8,10,TASK-263,100,6,2025-10-06
TASK-0422,Optimize DB queries,DevOps tasks for deployment,Medium,In Progress,Deepak,Payments,2025-10-01,2025-10-26,,"ml,backend",24,,,6,14,2025-10-04
TASK-0423,Create task scheduler,Model training and evaluation,Medium,In Progress,Bhanu,Payments,2025-08-23,2025-09-14,,"api,frontend,ml",16,,,46,4,2025-09-13
TASK-0424,Create dashboard widgets,Testing and QA tasks,Critical,Review,Bhanu,Analytics,2025-10-12,2025-11-22,,"api,performance,devops",40,,,77,3,2025-10-14
TASK-0425,Write unit tests for scheduler,Performance improvements and profiling,High,Review,Aisha,Scheduler,2025-08-28,2025-10-01,,"devops,ml",24,,,77,14,2025-10-14
TASK-0426,Implement role based access,Testing and QA tasks,Low,In Progress,Aisha,Platform,2025-08-22,2025-10-05,,"backend,devops",16,,,31,7,2025-10-12
TASK-0427,Add feature flags,Data pipeline and ETL,Medium,In Progress,Faisal,Scheduler,2025-08-19,2025-10-01,,frontend,24,,TASK-99,11,6,2025-08-27
TASK-0428,Create task scheduler,Frontend design and interaction,Medium,Done,Deepak,Payments,2025-08-11,2025-08-19,2025-08-17,"api,research,ml",8,6,TASK-128,100,14,2025-09-05
TASK-0429,Set up CI/CD pipeline,Documentation and handover,Low,Done,Gayathri,Dashboard,2025-09-23,2025-10-26,2025-10-21,"data,performance",8,11,,100,13,2025-09-25
TASK-0430,Conduct A/B test,Model training and evaluation,Medium,Todo,Chitra,Notifications,2025-08-27,2025-09-28,,"api,research",24,,,0,4,2025-10-11
TASK-0431,Write API documentation,Data pipeline and ETL,Low,Todo,Aisha,Platform,2025-08-28,2025-10-01,,"performance,ux",16,,,0,2,2025-09-23
TASK-0432,Implement role based access,Detailed work on feature as per spec,Critical,Todo,Jaya,Scheduler,2025-09-20,2025-10-20,,"bug,data",24,,,0,12,2025-10-03
TASK-0433,Implement caching layer,Data pipeline and ETL,Low,Todo,Faisal,Onboarding,2025-07-17,2025-08-31,,"ml,research,api",8,,,0,0,2025-07-31
TASK-0434,Conduct A/B test,Backend APIs and integration,Medium,Done,Gayathri,Ops,2025-10-04,2025-11-09,2025-10-16,"ml,performance",16,20,,100,9,2025-10-15
TASK-0435,Deploy model to staging,Backend APIs and integration,Low,In Progress,Faisal,Scheduler,2025-09-10,2025-09-26,,"performance,research,backend",8,,,5,13,2025-10-13
TASK-0436,Deploy model to staging,Model training and evaluation,High,Todo,Faisal,Scheduler,2025-09-27,2025-10-12,,"ml,data",4,,,0,1,2025-10-02
TASK-0437,Create onboarding emails,Data pipeline and ETL,Low,Done,Gayathri,ML-Pipeline,2025-07-26,2025-09-06,2025-08-01,"ml,frontend,research",4,3,,100,7,2025-09-25
TASK-0438,Write API documentation,Backend APIs and integration,Low,In Progress,Aisha,Ops,2025-10-09,2025-10-18,,data,4,,,71,15,2025-10-12
TASK-0439,Conduct A/B test,Testing and QA tasks,Medium,In Progress,Faisal,Analytics,2025-09-14,2025-10-10,,"performance,ux,backend",16,,,17,12,2025-09-22
TASK-0440,Design user onboarding flow,Customer-facing improvements,Low,In Progress,Deepak,Analytics,2025-08-18,2025-09-29,,"api,data,performance",8,,TASK-327,46,11,2025-10-12
TASK-0441,Implement auth API,Testing and QA tasks,Medium,Todo,Harish,Dashboard,2025-07-28,2025-08-05,,"performance,api",4,,,0,4,2025-10-02
TASK-0442,Implement role based access,Customer-facing improvements,High,Review,Aisha,Scheduler,2025-08-12,2025-08-20,,"data,api",8,,,85,7,2025-09-12
TASK-0443,Optimize DB queries,Frontend design and interaction,High,Review,Bhanu,AuthService,2025-08-20,2025-08-24,,bug,24,,,93,15,2025-10-01
TASK-0444,Integrate payment gateway,Frontend design and interaction,Critical,Review,Harish,AuthService,2025-07-18,2025-08-11,,ux,40,,TASK-176,92,13,2025-08-16
TASK-0445,Write unit tests for scheduler,Model training and evaluation,Low,Todo,Bhanu,Analytics,2025-07-31,2025-08-15,,"frontend,bug,ml",16,,,0,9,2025-08-07
TASK-0446,Refactor legacy code,DevOps tasks for deployment,Low,In Progress,Gayathri,Analytics,2025-08-29,2025-09-09,,"ux,devops,frontend",24,,TASK-437,63,9,2025-09-12
TASK-0447,Write API documentation,Documentation and handover,Low,In Progress,Aisha,Ops,2025-09-04,2025-09-26,,"frontend,research,api",8,,,53,4,2025-09-17
TASK-0448,Create data backup job,Data pipeline and ETL,High,Todo,Chitra,ML-Pipeline,2025-08-25,2025-09-16,,"ml,backend,performance",16,,,0,12,2025-08-29
TASK-0449,User research interviews,Model training and evaluation,Low,Done,Irfan,Dashboard,2025-10-02,2025-10-13,2025-10-12,"backend,research,api",8,9,,100,6,2025-10-05
TASK-0450,Create onboarding emails,Data pipeline and ETL,High,Todo,Jaya,AuthService,2025-07-20,2025-08-01,,"performance,ml",4,,TASK-243,0,10,2025-10-03
TASK-0451,Deploy model to staging,Frontend design and interaction,Medium,In Progress,Aisha,AuthService,2025-09-14,2025-10-12,,"research,ml",24,,,16,12,2025-10-01
TASK-0452,Investigate latency issue,Documentation and handover,Medium,Todo,Bhanu,AuthService,2025-08-13,2025-09-26,,"data,devops,backend",40,,,0,3,2025-09-05
TASK-0453,Evaluate model accuracy,Documentation and handover,Critical,Review,Esha,Ops,2025-09-28,2025-10-07,,"frontend,data",8,,,82,15,2025-09-30
TASK-0454,User research interviews,Customer-facing improvements,Medium,Done,Bhanu,Payments,2025-07-22,2025-08-01,2025-07-27,"ml,backend,api",16,11,TASK-106,100,8,2025-07-26
TASK-0455,Create task scheduler,Backend APIs and integration,Medium,In Progress,Irfan,Scheduler,2025-08-21,2025-10-05,,devops,16,,TASK-266,42,14,2025-08-29
TASK-0456,Refactor legacy code,Documentation and handover,Medium,In Progress,Faisal,Ops,2025-08-07,2025-09-11,,frontend,4,,,29,6,2025-08-24
TASK-0457,Fix production bug - payment,DevOps tasks for deployment,Low,In Progress,Chitra,Ops,2025-08-21,2025-08-28,,"research,ux,performance",8,,,15,4,2025-09-24
TASK-0458,Optimize DB queries,Backend APIs and integration,Medium,In Progress,Deepak,Analytics,2025-08-03,2025-09-17,,"data,ml,performance",8,,,60,7,2025-08-12
TASK-0459,Set up CI/CD pipeline,Backend APIs and integration,Medium,Review,Gayathri,AuthService,2025-09-02,2025-10-15,,bug,16,,,95,8,2025-09-02
TASK-0460,Integrate payment gateway,Performance improvements and profiling,Critical,Todo,Bhanu,AuthService,2025-09-22,2025-10-28,,"research,api,frontend",40,,,0,8,2025-10-11
TASK-0461,Integrate payment gateway,Detailed work on feature as per spec,Low,Done,Gayathri,Scheduler,2025-08-31,2025-10-07,2025-10-05,"performance,api,ml",16,9,,100,4,2025-09-24
TASK-0462,Refactor legacy code,Model training and evaluation,Low,Review,Faisal,Payments,2025-07-20,2025-08-30,,"api,ml",24,,,86,8,2025-09-12
TASK-0463,User research interviews,Data pipeline and ETL,Medium,Done,Esha,Dashboard,2025-09-04,2025-09-12,2025-09-14,frontend,8,12,TASK-30,100,15,2025-09-04
TASK-0464,Deploy model to staging,DevOps tasks for deployment,Critical,Todo,Harish,Platform,2025-07-19,2025-08-25,,"frontend,performance,backend",40,,TASK-426,0,11,2025-08-19
TASK-0465,Implement caching layer,DevOps tasks for deployment,Medium,Todo,Harish,Scheduler,2025-07-20,2025-08-25,,ml,4,,,0,1,2025-09-12
TASK-0466,Write API documentation,Performance improvements and profiling,Low,Done,Faisal,Payments,2025-08-06,2025-08-16,2025-08-15,"api,research",16,13,,100,9,2025-10-10
TASK-0467,Setup feature rollout,Detailed work on feature as per spec,Critical,Done,Harish,Onboarding,2025-08-30,2025-09-02,2025-09-06,"research,bug",4,2,,100,0,2025-09-05
TASK-0468,Deploy model to staging,Documentation and handover,Low,In Progress,Chitra,Dashboard,2025-09-29,2025-11-02,,ml,16,,,55,11,2025-10-12
TASK-0469,Implement role based access,Frontend design and interaction,Medium,In Progress,Harish,ML-Pipeline,2025-09-24,2025-10-05,,"performance,backend",16,,,30,9,2025-09-25
TASK-0470,Build notification service,Performance improvements and profiling,Medium,In Progress,Aisha,Scheduler,2025-07-21,2025-08-05,,"research,frontend",24,,,68,10,2025-09-10
TASK-0471,User research interviews,Performance improvements and profiling,Low,Done,Aisha,Scheduler,2025-09-25,2025-10-20,2025-10-11,devops,4,5,,100,9,2025-10-04
TASK-0472,Write API documentation,Backend APIs and integration,High,Todo,Chitra,Platform,2025-09-21,2025-10-09,,"frontend,research",8,,,0,3,2025-10-13
TASK-0473,Implement caching layer,DevOps tasks for deployment,Medium,Todo,Jaya,Scheduler,2025-09-15,2025-09-25,,performance,4,,,0,0,2025-10-04
TASK-0474,Optimize DB queries,Backend APIs and integration,High,In Progress,Irfan,Notifications,2025-07-17,2025-08-29,,devops,16,,,12,1,2025-08-24
TASK-0475,Integrate payment gateway,Model training and evaluation,Medium,Done,Gayathri,Payments,2025-09-04,2025-09-10,2025-09-06,backend,4,5,,100,3,2025-10-01
TASK-0476,Create dashboard widgets,Model training and evaluation,Critical,In Progress,Esha,AuthService,2025-10-02,2025-11-16,,data,8,,,51,11,2025-10-05
TASK-0477,Investigate latency issue,Model training and evaluation,Low,In Progress,Bhanu,Scheduler,2025-07-26,2025-09-05,,backend,40,,,29,3,2025-08-04
TASK-0478,Prototype new UI,Customer-facing improvements,Medium,Review,Deepak,Platform,2025-09-25,2025-09-30,,devops,24,,,94,11,2025-10-06
TASK-0479,Improve logging & monitoring,Backend APIs and integration,Critical,Todo,Gayathri,Platform,2025-08-11,2025-08-15,,ux,16,,,0,1,2025-09-04
TASK-0480,Implement caching layer,Performance improvements and profiling,Medium,In Progress,Irfan,AuthService,2025-09-23,2025-10-24,,"performance,data,ux",24,,,31,5,2025-10-11
TASK-0481,Optimize DB queries,Customer-facing improvements,Medium,Done,Irfan,ML-Pipeline,2025-08-11,2025-09-16,2025-08-27,"devops,research",16,18,TASK-24,100,1,2025-08-29
TASK-0482,Implement role based access,Model training and evaluation,Critical,In Progress,Aisha,Payments,2025-09-18,2025-10-25,,backend,16,,,52,8,2025-10-11
TASK-0483,Build notification service,Performance improvements and profiling,High,In Progress,Aisha,Onboarding,2025-08-30,2025-09-16,,"research,ml,ux",4,,,79,8,2025-10-09
TASK-0484,Investigate latency issue,Customer-facing improvements,Medium,Done,Deepak,Analytics,2025-09-10,2025-09-26,2025-09-28,"performance,ml,api",8,10,,100,15,2025-09-21
TASK-0485,Improve logging & monitoring,Frontend design and interaction,High,Todo,Jaya,ML-Pipeline,2025-09-21,2025-11-04,,"backend,research",8,,,0,6,2025-09-23
TASK-0486,Build notification service,Backend APIs and integration,Medium,In Progress,Gayathri,AuthService,2025-08-08,2025-08-19,,"backend,frontend,performance",24,,TASK-424,6,4,2025-09-08
TASK-0487,Conduct A/B test,Backend APIs and integration,Low,Done,Jaya,Onboarding,2025-10-13,2025-10-22,2025-10-21,"bug,frontend,devops",8,8,,100,10,2025-10-14
TASK-0488,Build notification service,Data pipeline and ETL,Low,Review,Irfan,AuthService,2025-10-12,2025-10-17,,data,16,,TASK-454,74,7,2025-10-12
TASK-0489,Write unit tests for scheduler,Performance improvements and profiling,Medium,In Progress,Esha,Payments,2025-07-19,2025-08-15,,"frontend,api,ml",4,,,41,10,2025-08-03
TASK-0490,Annotate training data,Backend APIs and integration,High,Review,Chitra,Dashboard,2025-08-08,2025-09-01,,"ml,performance,ux",16,,,81,8,2025-10-10
TASK-0491,Add feature flags,Testing and QA tasks,Critical,Done,Bhanu,Onboarding,2025-09-25,2025-11-08,2025-10-04,"ml,performance",24,31,,100,13,2025-10-03
TASK-0492,Build notification service,Backend APIs and integration,Medium,Todo,Gayathri,Analytics,2025-09-04,2025-10-08,,"api,performance",40,,,0,12,2025-09-30
TASK-0493,Prototype new UI,Documentation and handover,Medium,In Progress,Irfan,Payments,2025-08-26,2025-09-03,,"performance,data,devops",4,,,5,11,2025-09-30
TASK-0494,Write API documentation,Frontend design and interaction,Critical,Todo,Faisal,Analytics,2025-09-27,2025-10-18,,"ml,data",24,,,0,3,2025-10-01
TASK-0495,Evaluate model accuracy,Detailed work on feature as per spec,Medium,In Progress,Aisha,AuthService,2025-07-22,2025-08-31,,api,40,,,8,4,2025-08-01
TASK-0496,Write unit tests for scheduler,Backend APIs and integration,Low,Done,Gayathri,Scheduler,2025-09-21,2025-10-24,2025-09-29,"data,research,api",24,31,,100,4,2025-09-22
TASK-0497,Implement role based access,Detailed work on feature as per spec,Medium,Todo,Chitra,Onboarding,2025-08-25,2025-09-24,,"api,data,research",40,,,0,8,2025-08-30
TASK-0498,User research interviews,Performance improvements and profiling,Critical,Todo,Deepak,Dashboard,2025-07-27,2025-08-02,,performance,8,,,0,14,2025-09-26
TASK-0499,Train intent classifier,Performance improvements and profiling,High,Todo,Faisal,Dashboard,2025-09-20,2025-10-10,,frontend,4,,,0,9,2025-09-25
TASK-0500,Prototype new UI,Backend APIs and integration,Low,In Progress,Esha,Payments,2025-08-05,2025-08-20,,"backend,devops,research",4,,,77,15,2025-08-10
TASK-0501,Implement auth API,Testing and QA tasks,Low,In Progress,Faisal,Notifications,2025-08-25,2025-09-29,,bug,24,,,21,10,2025-09-20
TASK-0502,Implement role based access,DevOps tasks for deployment,Low,Done,Chitra,Onboarding,2025-07-31,2025-08-27,2025-08-30,"backend,research,ml",8,10,TASK-321,100,6,2025-08-18
TASK-0503,Conduct A/B test,Frontend design and interaction,Critical,In Progress,Jaya,Platform,2025-09-01,2025-10-02,,bug,16,,,60,7,2025-09-14
