task_id,title,description,priority,status,assignee,project,created_date,due_date,completed_date,tags,estimated_hours,actual_hours,dependencies,progress_percent,comments_count,last_updated,text,clean_text,deadline,days_left,workload_hours,priority_encoded
TASK-0493,Prototype new UI,Documentation and handover,Medium,In Progress,Irfan,Payments,26-08-2025,03-09-2025,,"performance,data,devops",4,,,5,11,30-09-2025,Prototype new UI Documentation and handover,prototype new ui documentation handover,2025-11-06 23:47:31.673910,8,6,3
TASK-0494,Write API documentation,Frontend design and interaction,Critical,Todo,Faisal,Analytics,27-09-2025,18-10-2025,,"ml,data",24,,,0,3,01-10-2025,Write API documentation Frontend design and interaction,write api documentation frontend design interaction,2025-11-03 23:47:31.673910,5,2,0
TASK-0495,Evaluate model accuracy,Detailed work on feature as per spec,Medium,In Progress,Aisha,AuthService,22-07-2025,31-08-2025,,api,40,,,8,4,01-08-2025,Evaluate model accuracy Detailed work on feature as per spec,evaluate model accuracy detailed work feature per spec,2025-10-29 23:47:31.673910,0,5,3
TASK-0496,Write unit tests for scheduler,Backend APIs and integration,Low,Done,Gayathri,Scheduler,21-09-2025,24-10-2025,29-09-2025,"data,research,api",24,31.0,,100,4,22-09-2025,Write unit tests for scheduler Backend APIs and integration,write unit test scheduler backend apis integration,2025-11-01 23:47:31.673910,3,5,2
TASK-0497,Implement role based access,Detailed work on feature as per spec,Medium,Todo,Chitra,Onboarding,25-08-2025,24-09-2025,,"api,data,research",40,,,0,8,30-08-2025,Implement role based access Detailed work on feature as per spec,implement role based access detailed work feature per spec,2025-11-07 23:47:31.673910,9,7,3
TASK-0498,User research interviews,Performance improvements and profiling,Critical,Todo,Deepak,Dashboard,27-07-2025,02-08-2025,,performance,8,,,0,14,26-09-2025,User research interviews Performance improvements and profiling,user research interview performance improvement profiling,2025-11-11 23:47:31.673910,13,7,0
TASK-0499,Train intent classifier,Performance improvements and profiling,High,Todo,Faisal,Dashboard,20-09-2025,10-10-2025,,frontend,4,,,0,9,25-09-2025,Train intent classifier Performance improvements and profiling,train intent classifier performance improvement profiling,2025-10-31 23:47:31.673910,2,2,1
TASK-0500,Prototype new UI,Backend APIs and integration,Low,In Progress,Esha,Payments,05-08-2025,20-08-2025,,"backend,devops,research",4,,,77,15,10-08-2025,Prototype new UI Backend APIs and integration,prototype new ui backend apis integration,2025-11-08 23:47:31.673910,10,3,2
TASK-0501,Implement auth API,Testing and QA tasks,Low,In Progress,Faisal,Notifications,25-08-2025,29-09-2025,,bug,24,,,21,10,20-09-2025,Implement auth API Testing and QA tasks,implement auth api testing qa task,2025-11-01 23:47:31.673910,3,2,2
TASK-0502,Implement role based access,DevOps tasks for deployment,Low,Done,Chitra,Onboarding,31-07-2025,27-08-2025,30-08-2025,"backend,research,ml",8,10.0,TASK-321,100,6,18-08-2025,Implement role based access DevOps tasks for deployment,implement role based access devops task deployment,2025-11-11 23:47:31.673910,13,1,2
TASK-0503,Conduct A/B test,Frontend design and interaction,Critical,In Progress,Jaya,Platform,01-09-2025,02-10-2025,,bug,16,,,60,7,14-09-2025,Conduct A/B test Frontend design and interaction,conduct test frontend design interaction,2025-11-10 23:47:31.673910,12,6,0
TASK-0504,Fix production bug - payment,Customer-facing improvements,Low,Todo,Harish,AuthService,13-10-2025,25-10-2025,,"data,frontend",24,,TASK-161,0,2,14-10-2025,Fix production bug - payment Customer-facing improvements,fix production bug payment customer facing improvement,2025-11-01 23:47:31.673910,3,5,2
TASK-0505,Refactor legacy code,Testing and QA tasks,Medium,Todo,Harish,Notifications,15-08-2025,03-09-2025,,"ml,frontend",40,,,0,13,08-10-2025,Refactor legacy code Testing and QA tasks,refactor legacy code testing qa task,2025-11-08 23:47:31.673910,10,8,3
TASK-0506,Fix production bug - payment,Frontend design and interaction,Medium,In Progress,Jaya,Analytics,28-08-2025,05-09-2025,,"performance,data,api",16,,,10,7,11-10-2025,Fix production bug - payment Frontend design and interaction,fix production bug payment frontend design interaction,2025-11-09 23:47:31.673910,11,8,3
TASK-0507,Setup feature rollout,DevOps tasks for deployment,Low,Done,Esha,Dashboard,24-09-2025,02-11-2025,19-10-2025,devops,24,35.0,,100,14,27-09-2025,Setup feature rollout DevOps tasks for deployment,setup feature rollout devops task deployment,2025-11-02 23:47:31.673910,4,4,2
TASK-0508,Create task scheduler,Frontend design and interaction,High,Done,Gayathri,Dashboard,19-09-2025,17-10-2025,10-10-2025,bug,16,25.0,,100,14,20-09-2025,Create task scheduler Frontend design and interaction,create task scheduler frontend design interaction,2025-11-04 23:47:31.673910,6,3,1
TASK-0509,Prototype new UI,Frontend design and interaction,Critical,Todo,Deepak,Analytics,03-08-2025,08-08-2025,,"performance,backend,bug",24,,,0,0,26-09-2025,Prototype new UI Frontend design and interaction,prototype new ui frontend design interaction,2025-10-31 23:47:31.673910,2,6,0
TASK-0510,Set up CI/CD pipeline,Model training and evaluation,Medium,Todo,Bhanu,Notifications,24-08-2025,01-09-2025,,"api,performance",40,,,0,2,20-09-2025,Set up CI/CD pipeline Model training and evaluation,set ci cd pipeline model training evaluation,2025-11-03 23:47:31.673910,5,7,3
TASK-0511,Train intent classifier,Model training and evaluation,Low,In Progress,Gayathri,ML-Pipeline,15-08-2025,21-09-2025,,"ml,performance,bug",40,,,6,6,19-08-2025,Train intent classifier Model training and evaluation,train intent classifier model training evaluation,2025-10-31 23:47:31.673910,2,7,2
TASK-0512,Implement caching layer,Customer-facing improvements,Medium,In Progress,Faisal,Onboarding,25-09-2025,27-10-2025,,api,16,,TASK-497,57,0,09-10-2025,Implement caching layer Customer-facing improvements,implement caching layer customer facing improvement,2025-11-02 23:47:31.673910,4,5,3
TASK-0513,Setup feature rollout,Frontend design and interaction,Medium,Review,Jaya,AuthService,10-10-2025,26-10-2025,,"devops,performance,ml",40,,,76,0,12-10-2025,Setup feature rollout Frontend design and interaction,setup feature rollout frontend design interaction,2025-11-04 23:47:31.673910,6,5,3
TASK-0514,Setup feature rollout,Testing and QA tasks,Low,Done,Irfan,AuthService,17-07-2025,20-08-2025,15-08-2025,"performance,bug",16,22.0,,100,14,09-09-2025,Setup feature rollout Testing and QA tasks,setup feature rollout testing qa task,2025-11-02 23:47:31.673910,4,8,2
TASK-0515,Annotate training data,Frontend design and interaction,Medium,Todo,Gayathri,Dashboard,08-09-2025,23-10-2025,,"performance,research,frontend",4,,,0,13,14-09-2025,Annotate training data Frontend design and interaction,annotate training data frontend design interaction,2025-11-11 23:47:31.673910,13,5,3
TASK-0516,Write API documentation,Customer-facing improvements,Critical,Todo,Harish,Platform,01-08-2025,06-08-2025,,"research,performance,devops",8,,,0,6,30-09-2025,Write API documentation Customer-facing improvements,write api documentation customer facing improvement,2025-11-04 23:47:31.673910,6,3,0
TASK-0517,Integrate payment gateway,Testing and QA tasks,Critical,Done,Gayathri,Dashboard,14-10-2025,09-11-2025,28-10-2025,"research,ux,data",16,23.0,,100,0,15-10-2025,Integrate payment gateway Testing and QA tasks,integrate payment gateway testing qa task,2025-11-02 23:47:31.673910,4,8,0
TASK-0518,Implement auth API,Detailed work on feature as per spec,Low,Blocked,Irfan,Ops,04-09-2025,28-09-2025,,ux,24,,,39,12,07-09-2025,Implement auth API Detailed work on feature as per spec,implement auth api detailed work feature per spec,2025-11-10 23:47:31.673910,12,6,2
TASK-0519,Create onboarding emails,Customer-facing improvements,Medium,Done,Gayathri,Scheduler,24-08-2025,16-09-2025,09-09-2025,performance,8,5.0,,100,12,11-10-2025,Create onboarding emails Customer-facing improvements,create onboarding email customer facing improvement,2025-11-09 23:47:31.673910,11,4,3
TASK-0520,Investigate latency issue,Model training and evaluation,High,Todo,Faisal,Payments,03-10-2025,11-10-2025,,performance,4,,,0,2,12-10-2025,Investigate latency issue Model training and evaluation,investigate latency issue model training evaluation,2025-11-09 23:47:31.673910,11,2,1
TASK-0521,Evaluate model accuracy,Detailed work on feature as per spec,High,Todo,Harish,Analytics,21-09-2025,09-10-2025,,"devops,research,ux",40,,,0,1,29-09-2025,Evaluate model accuracy Detailed work on feature as per spec,evaluate model accuracy detailed work feature per spec,2025-11-08 23:47:31.673910,10,2,1
TASK-0522,Create task scheduler,Frontend design and interaction,Medium,Review,Jaya,AuthService,30-09-2025,01-11-2025,,"frontend,ux,ml",16,,,72,15,11-10-2025,Create task scheduler Frontend design and interaction,create task scheduler frontend design interaction,2025-11-03 23:47:31.673910,5,6,3
TASK-0523,Optimize image processing,Data pipeline and ETL,Medium,In Progress,Aisha,Dashboard,05-10-2025,08-11-2025,,"frontend,devops,performance",24,,,62,5,09-10-2025,Optimize image processing Data pipeline and ETL,optimize image processing data pipeline etl,2025-11-01 23:47:31.673910,3,7,3
TASK-0524,Design user onboarding flow,Frontend design and interaction,Medium,Review,Aisha,AuthService,01-09-2025,26-09-2025,,"ux,data",4,,TASK-261,76,0,05-10-2025,Design user onboarding flow Frontend design and interaction,design user onboarding flow frontend design interaction,2025-11-04 23:47:31.673910,6,8,3
TASK-0525,Design user onboarding flow,DevOps tasks for deployment,Medium,Todo,Faisal,AuthService,17-09-2025,21-09-2025,,"ml,devops",4,,,0,15,23-09-2025,Design user onboarding flow DevOps tasks for deployment,design user onboarding flow devops task deployment,2025-10-31 23:47:31.673910,2,5,3
TASK-0526,Create task scheduler,Testing and QA tasks,High,Review,Harish,ML-Pipeline,20-08-2025,24-09-2025,,"devops,research",8,,TASK-288,73,9,30-08-2025,Create task scheduler Testing and QA tasks,create task scheduler testing qa task,2025-10-31 23:47:31.673910,2,5,1
TASK-0527,Create onboarding emails,Data pipeline and ETL,Critical,In Progress,Harish,Dashboard,30-07-2025,19-08-2025,,"ux,frontend",40,,,30,11,07-08-2025,Create onboarding emails Data pipeline and ETL,create onboarding email data pipeline etl,2025-11-01 23:47:31.673910,3,3,0
TASK-0528,Improve logging & monitoring,Frontend design and interaction,High,Done,Esha,Ops,23-08-2025,13-09-2025,11-09-2025,"data,bug,performance",4,2.0,,100,11,07-09-2025,Improve logging & monitoring Frontend design and interaction,improve logging monitoring frontend design interaction,2025-11-03 23:47:31.673910,5,5,1
TASK-0529,Create task scheduler,Data pipeline and ETL,Medium,In Progress,Faisal,AuthService,13-10-2025,05-11-2025,,"backend,bug,devops",24,,,46,2,14-10-2025,Create task scheduler Data pipeline and ETL,create task scheduler data pipeline etl,2025-10-30 23:47:31.673910,1,6,3
TASK-0530,Data ingestion from 3rd-party,Customer-facing improvements,Low,Todo,Irfan,Notifications,29-07-2025,12-09-2025,,ux,24,,,0,6,23-08-2025,Data ingestion from 3rd-party Customer-facing improvements,data ingestion rd party customer facing improvement,2025-11-07 23:47:31.673910,9,2,2
TASK-0531,Implement auth API,Documentation and handover,Medium,Done,Gayathri,AuthService,29-09-2025,30-10-2025,09-10-2025,"bug,performance,devops",40,24.0,TASK-5,100,12,30-09-2025,Implement auth API Documentation and handover,implement auth api documentation handover,2025-11-08 23:47:31.673910,10,7,3
TASK-0532,Implement role based access,DevOps tasks for deployment,Critical,Todo,Aisha,AuthService,15-08-2025,24-08-2025,,"research,ux",16,,,0,10,15-09-2025,Implement role based access DevOps tasks for deployment,implement role based access devops task deployment,2025-11-04 23:47:31.673910,6,5,0
TASK-0533,Fix production bug - payment,Detailed work on feature as per spec,Medium,Review,Harish,ML-Pipeline,24-07-2025,03-08-2025,,"ux,frontend",4,,,74,10,17-09-2025,Fix production bug - payment Detailed work on feature as per spec,fix production bug payment detailed work feature per spec,2025-11-11 23:47:31.673910,13,4,3
TASK-0534,Write unit tests for scheduler,Frontend design and interaction,Low,Review,Faisal,Platform,14-10-2025,20-10-2025,,"backend,frontend",4,,,78,12,15-10-2025,Write unit tests for scheduler Frontend design and interaction,write unit test scheduler frontend design interaction,2025-11-08 23:47:31.673910,10,6,2
TASK-0535,Migrate DB schema,Frontend design and interaction,Critical,In Progress,Bhanu,Scheduler,04-09-2025,16-09-2025,,"performance,api,frontend",40,,,78,8,24-09-2025,Migrate DB schema Frontend design and interaction,migrate db schema frontend design interaction,2025-11-06 23:47:31.673910,8,2,0
TASK-0536,Conduct A/B test,Documentation and handover,Low,In Progress,Esha,AuthService,30-08-2025,07-10-2025,,devops,4,,TASK-507,12,6,28-09-2025,Conduct A/B test Documentation and handover,conduct test documentation handover,2025-11-06 23:47:31.673910,8,2,2
TASK-0537,Setup feature rollout,Performance improvements and profiling,Low,Todo,Deepak,Ops,08-08-2025,12-09-2025,,"research,api",8,,,0,11,26-09-2025,Setup feature rollout Performance improvements and profiling,setup feature rollout performance improvement profiling,2025-11-10 23:47:31.673910,12,7,2
TASK-0538,Improve logging & monitoring,Customer-facing improvements,Medium,Blocked,Deepak,AuthService,09-09-2025,09-10-2025,,research,40,,,6,3,24-09-2025,Improve logging & monitoring Customer-facing improvements,improve logging monitoring customer facing improvement,2025-11-08 23:47:31.673910,10,6,3
TASK-0539,Design user onboarding flow,Documentation and handover,Low,Todo,Irfan,ML-Pipeline,30-08-2025,18-09-2025,,data,4,,,0,13,01-10-2025,Design user onboarding flow Documentation and handover,design user onboarding flow documentation handover,2025-11-09 23:47:31.673910,11,7,2
TASK-0540,Train intent classifier,Detailed work on feature as per spec,Medium,In Progress,Aisha,Dashboard,21-08-2025,05-09-2025,,"devops,performance",8,,,72,13,27-08-2025,Train intent classifier Detailed work on feature as per spec,train intent classifier detailed work feature per spec,2025-11-02 23:47:31.673910,4,7,3
TASK-0541,Add feature flags,Detailed work on feature as per spec,Medium,Done,Deepak,AuthService,08-10-2025,13-10-2025,17-10-2025,"devops,frontend",40,28.0,,100,3,11-10-2025,Add feature flags Detailed work on feature as per spec,add feature flag detailed work feature per spec,2025-10-30 23:47:31.673910,1,8,3
TASK-0542,Implement caching layer,Model training and evaluation,Medium,Todo,Deepak,Analytics,25-07-2025,15-08-2025,,"ux,research,backend",4,,TASK-489,0,5,03-09-2025,Implement caching layer Model training and evaluation,implement caching layer model training evaluation,2025-11-02 23:47:31.673910,4,3,3
TASK-0543,Add feature flags,Backend APIs and integration,Low,In Progress,Harish,Scheduler,13-10-2025,27-11-2025,,"performance,bug",4,,TASK-271,14,11,14-10-2025,Add feature flags Backend APIs and integration,add feature flag backend apis integration,2025-10-30 23:47:31.673910,1,2,2
TASK-0544,Refactor legacy code,Detailed work on feature as per spec,Medium,Todo,Bhanu,Onboarding,12-10-2025,20-11-2025,,"research,devops,ml",8,,,0,14,15-10-2025,Refactor legacy code Detailed work on feature as per spec,refactor legacy code detailed work feature per spec,2025-11-09 23:47:31.673910,11,2,3
TASK-0545,Implement caching layer,Testing and QA tasks,Critical,In Progress,Harish,Notifications,29-08-2025,30-09-2025,,bug,16,,,71,15,05-09-2025,Implement caching layer Testing and QA tasks,implement caching layer testing qa task,2025-11-09 23:47:31.673910,11,3,0
TASK-0546,Set up CI/CD pipeline,DevOps tasks for deployment,High,Todo,Gayathri,Payments,22-07-2025,03-08-2025,,"api,backend",8,,,0,2,15-08-2025,Set up CI/CD pipeline DevOps tasks for deployment,set ci cd pipeline devops task deployment,2025-10-31 23:47:31.673910,2,6,1
TASK-0547,Optimize image processing,Performance improvements and profiling,Medium,Done,Irfan,ML-Pipeline,08-08-2025,22-08-2025,16-08-2025,"bug,ux,performance",40,40.0,,100,10,23-08-2025,Optimize image processing Performance improvements and profiling,optimize image processing performance improvement profiling,2025-11-07 23:47:31.673910,9,5,3
TASK-0548,Deploy model to staging,Documentation and handover,Medium,Blocked,Faisal,Notifications,30-09-2025,03-10-2025,,"ml,api",8,,,35,5,09-10-2025,Deploy model to staging Documentation and handover,deploy model staging documentation handover,2025-11-06 23:47:31.673910,8,7,3
TASK-0549,Write API documentation,Model training and evaluation,Low,In Progress,Harish,Onboarding,17-09-2025,08-10-2025,,"frontend,backend,api",16,,TASK-361,5,4,28-09-2025,Write API documentation Model training and evaluation,write api documentation model training evaluation,2025-11-07 23:47:31.673910,9,8,2
TASK-0550,Implement role based access,Model training and evaluation,High,In Progress,Irfan,Scheduler,03-10-2025,23-10-2025,,devops,24,,,15,1,10-10-2025,Implement role based access Model training and evaluation,implement role based access model training evaluation,2025-11-07 23:47:31.673910,9,2,1
TASK-0551,Optimize image processing,Testing and QA tasks,Low,Review,Gayathri,Dashboard,24-08-2025,02-09-2025,,"research,ux",8,,,95,4,06-10-2025,Optimize image processing Testing and QA tasks,optimize image processing testing qa task,2025-11-08 23:47:31.673910,10,7,2
TASK-0552,Conduct A/B test,Data pipeline and ETL,Low,In Progress,Deepak,Notifications,05-09-2025,13-09-2025,,"ux,api",40,,TASK-448,17,14,25-09-2025,Conduct A/B test Data pipeline and ETL,conduct test data pipeline etl,2025-11-07 23:47:31.673910,9,2,2
TASK-0553,User research interviews,Testing and QA tasks,Medium,In Progress,Gayathri,Dashboard,16-08-2025,20-08-2025,,"backend,performance,frontend",8,,,43,11,24-08-2025,User research interviews Testing and QA tasks,user research interview testing qa task,2025-11-11 23:47:31.673910,13,5,3
TASK-0554,Fix production bug - payment,DevOps tasks for deployment,High,Done,Aisha,Dashboard,28-09-2025,26-10-2025,28-09-2025,"data,api",4,2.0,,100,3,07-10-2025,Fix production bug - payment DevOps tasks for deployment,fix production bug payment devops task deployment,2025-10-29 23:47:31.673910,0,7,1
TASK-0555,Refactor legacy code,Documentation and handover,Medium,Done,Bhanu,Ops,20-07-2025,24-08-2025,23-07-2025,"devops,data,ml",40,53.0,,100,4,27-08-2025,Refactor legacy code Documentation and handover,refactor legacy code documentation handover,2025-11-08 23:47:31.673910,10,7,3
TASK-0556,Investigate latency issue,Model training and evaluation,High,Done,Harish,Ops,18-07-2025,02-08-2025,21-07-2025,backend,8,9.0,TASK-100,100,15,21-07-2025,Investigate latency issue Model training and evaluation,investigate latency issue model training evaluation,2025-10-29 23:47:31.673910,0,1,1
TASK-0557,Setup feature rollout,DevOps tasks for deployment,Medium,Todo,Bhanu,Notifications,24-08-2025,26-09-2025,,devops,40,,,0,3,20-09-2025,Setup feature rollout DevOps tasks for deployment,setup feature rollout devops task deployment,2025-10-31 23:47:31.673910,2,3,3
TASK-0558,Build notification service,Detailed work on feature as per spec,Low,Done,Deepak,Scheduler,10-08-2025,16-09-2025,22-08-2025,"api,research",16,20.0,,100,12,28-09-2025,Build notification service Detailed work on feature as per spec,build notification service detailed work feature per spec,2025-11-09 23:47:31.673910,11,4,2
TASK-0559,Migrate DB schema,Backend APIs and integration,Medium,Done,Chitra,Onboarding,08-09-2025,10-10-2025,15-09-2025,"performance,backend,research",4,4.0,,100,4,07-10-2025,Migrate DB schema Backend APIs and integration,migrate db schema backend apis integration,2025-11-03 23:47:31.673910,5,5,3
TASK-0560,Implement role based access,Documentation and handover,Low,Done,Faisal,Platform,11-08-2025,27-08-2025,22-08-2025,"data,performance,frontend",8,10.0,,100,4,15-09-2025,Implement role based access Documentation and handover,implement role based access documentation handover,2025-11-02 23:47:31.673910,4,8,2
TASK-0561,Create onboarding emails,Model training and evaluation,Critical,Todo,Harish,Dashboard,15-08-2025,25-09-2025,,"ml,data,research",8,,,0,12,19-08-2025,Create onboarding emails Model training and evaluation,create onboarding email model training evaluation,2025-11-03 23:47:31.673910,5,7,0
TASK-0562,Implement auth API,Detailed work on feature as per spec,High,Todo,Bhanu,AuthService,12-08-2025,14-09-2025,,"devops,ux",4,,,0,13,20-08-2025,Implement auth API Detailed work on feature as per spec,implement auth api detailed work feature per spec,2025-11-02 23:47:31.673910,4,8,1
TASK-0563,Implement auth API,Customer-facing improvements,Low,Todo,Bhanu,ML-Pipeline,28-08-2025,08-10-2025,,"backend,ml,bug",4,,,0,6,09-09-2025,Implement auth API Customer-facing improvements,implement auth api customer facing improvement,2025-11-06 23:47:31.673910,8,2,2
TASK-0564,Set up CI/CD pipeline,Documentation and handover,Medium,In Progress,Deepak,Scheduler,20-08-2025,25-09-2025,,frontend,40,,TASK-99,31,0,12-09-2025,Set up CI/CD pipeline Documentation and handover,set ci cd pipeline documentation handover,2025-11-05 23:47:31.673910,7,5,3
TASK-0565,Conduct A/B test,Performance improvements and profiling,Medium,Done,Faisal,Scheduler,19-07-2025,01-09-2025,21-08-2025,"devops,ux",40,57.0,,100,4,27-07-2025,Conduct A/B test Performance improvements and profiling,conduct test performance improvement profiling,2025-10-29 23:47:31.673910,0,7,3
TASK-0566,Improve logging & monitoring,Performance improvements and profiling,Medium,Done,Jaya,AuthService,28-09-2025,03-11-2025,17-10-2025,frontend,24,19.0,,100,9,06-10-2025,Improve logging & monitoring Performance improvements and profiling,improve logging monitoring performance improvement profiling,2025-11-11 23:47:31.673910,13,6,3
TASK-0567,Evaluate model accuracy,Testing and QA tasks,Low,Done,Esha,AuthService,07-08-2025,15-09-2025,22-08-2025,"ux,data,research",24,29.0,,100,8,10-08-2025,Evaluate model accuracy Testing and QA tasks,evaluate model accuracy testing qa task,2025-10-29 23:47:31.673910,0,4,2
TASK-0568,Implement auth API,Testing and QA tasks,Medium,Todo,Aisha,Scheduler,18-09-2025,26-10-2025,,"bug,backend,devops",24,,TASK-37,0,2,05-10-2025,Implement auth API Testing and QA tasks,implement auth api testing qa task,2025-11-01 23:47:31.673910,3,2,3
TASK-0569,Write API documentation,Frontend design and interaction,Low,Todo,Aisha,ML-Pipeline,11-08-2025,28-08-2025,,"bug,performance,api",16,,,0,0,05-09-2025,Write API documentation Frontend design and interaction,write api documentation frontend design interaction,2025-11-02 23:47:31.673910,4,5,2
TASK-0570,Prototype new UI,Customer-facing improvements,High,Review,Aisha,Platform,14-08-2025,20-08-2025,,"performance,ml",24,,,74,14,21-08-2025,Prototype new UI Customer-facing improvements,prototype new ui customer facing improvement,2025-11-08 23:47:31.673910,10,1,1
TASK-0571,Implement role based access,Customer-facing improvements,Critical,In Progress,Deepak,Analytics,20-08-2025,26-08-2025,,devops,4,,,34,1,10-10-2025,Implement role based access Customer-facing improvements,implement role based access customer facing improvement,2025-10-29 23:47:31.673910,0,1,0
TASK-0572,Design user onboarding flow,Data pipeline and ETL,High,Todo,Chitra,ML-Pipeline,21-09-2025,12-10-2025,,bug,16,,,0,12,06-10-2025,Design user onboarding flow Data pipeline and ETL,design user onboarding flow data pipeline etl,2025-11-02 23:47:31.673910,4,6,1
TASK-0573,Add feature flags,Backend APIs and integration,Medium,Todo,Irfan,Payments,12-08-2025,06-09-2025,,api,16,,,0,8,21-09-2025,Add feature flags Backend APIs and integration,add feature flag backend apis integration,2025-10-29 23:47:31.673910,0,2,3
TASK-0574,Migrate DB schema,DevOps tasks for deployment,Medium,Todo,Gayathri,Ops,13-08-2025,02-09-2025,,devops,8,,,0,6,28-08-2025,Migrate DB schema DevOps tasks for deployment,migrate db schema devops task deployment,2025-11-08 23:47:31.673910,10,2,3
TASK-0575,Annotate training data,Frontend design and interaction,Low,Todo,Harish,ML-Pipeline,30-09-2025,04-10-2025,,"backend,research",16,,,0,8,12-10-2025,Annotate training data Frontend design and interaction,annotate training data frontend design interaction,2025-11-01 23:47:31.673910,3,5,2
TASK-0576,Write API documentation,Detailed work on feature as per spec,High,In Progress,Aisha,Payments,18-09-2025,15-10-2025,,performance,40,,TASK-313,9,0,07-10-2025,Write API documentation Detailed work on feature as per spec,write api documentation detailed work feature per spec,2025-11-08 23:47:31.673910,10,7,1
TASK-0577,Conduct A/B test,Testing and QA tasks,Critical,Done,Jaya,Payments,11-10-2025,04-11-2025,03-11-2025,"performance,ux,backend",4,4.0,,100,13,15-10-2025,Conduct A/B test Testing and QA tasks,conduct test testing qa task,2025-11-06 23:47:31.673910,8,8,0
TASK-0578,Implement caching layer,Customer-facing improvements,High,In Progress,Gayathri,ML-Pipeline,14-09-2025,25-09-2025,,research,16,,TASK-256,74,12,16-09-2025,Implement caching layer Customer-facing improvements,implement caching layer customer facing improvement,2025-10-30 23:47:31.673910,1,8,1
TASK-0579,Fix production bug - payment,Model training and evaluation,Medium,Review,Jaya,Onboarding,29-09-2025,21-10-2025,,"bug,research,ml",24,,,70,1,10-10-2025,Fix production bug - payment Model training and evaluation,fix production bug payment model training evaluation,2025-11-01 23:47:31.673910,3,4,3
TASK-0580,Write API documentation,DevOps tasks for deployment,Low,Todo,Bhanu,Notifications,28-07-2025,04-09-2025,,"frontend,api",8,,,0,4,26-08-2025,Write API documentation DevOps tasks for deployment,write api documentation devops task deployment,2025-11-04 23:47:31.673910,6,1,2
TASK-0581,Investigate latency issue,Frontend design and interaction,Low,Review,Aisha,Payments,30-09-2025,13-11-2025,,ml,40,,,80,7,01-10-2025,Investigate latency issue Frontend design and interaction,investigate latency issue frontend design interaction,2025-11-09 23:47:31.673910,11,1,2
TASK-0582,Migrate DB schema,Model training and evaluation,Critical,Todo,Faisal,Platform,09-10-2025,19-11-2025,,bug,4,,TASK-455,0,7,10-10-2025,Migrate DB schema Model training and evaluation,migrate db schema model training evaluation,2025-10-31 23:47:31.673910,2,5,0
TASK-0583,Train intent classifier,Customer-facing improvements,Medium,Done,Gayathri,AuthService,24-07-2025,23-08-2025,11-08-2025,backend,16,19.0,,100,15,30-08-2025,Train intent classifier Customer-facing improvements,train intent classifier customer facing improvement,2025-11-03 23:47:31.673910,5,2,3
TASK-0584,Fix production bug - payment,Detailed work on feature as per spec,Low,Todo,Chitra,Ops,11-10-2025,20-10-2025,,"devops,bug,data",8,,,0,12,11-10-2025,Fix production bug - payment Detailed work on feature as per spec,fix production bug payment detailed work feature per spec,2025-11-02 23:47:31.673910,4,8,2
TASK-0585,Create task scheduler,Data pipeline and ETL,Medium,Done,Irfan,Dashboard,07-08-2025,17-08-2025,08-08-2025,"api,data,ux",16,13.0,,100,7,22-09-2025,Create task scheduler Data pipeline and ETL,create task scheduler data pipeline etl,2025-11-07 23:47:31.673910,9,6,3
TASK-0586,Write unit tests for scheduler,Documentation and handover,Medium,Done,Deepak,ML-Pipeline,23-08-2025,18-09-2025,28-08-2025,"data,ux",4,6.0,,100,7,28-09-2025,Write unit tests for scheduler Documentation and handover,write unit test scheduler documentation handover,2025-11-01 23:47:31.673910,3,6,3
TASK-0587,Setup feature rollout,Frontend design and interaction,Critical,Todo,Gayathri,Ops,21-07-2025,01-08-2025,,"research,ux,bug",16,,TASK-419,0,15,09-10-2025,Setup feature rollout Frontend design and interaction,setup feature rollout frontend design interaction,2025-11-08 23:47:31.673910,10,8,0
TASK-0588,Implement role based access,Data pipeline and ETL,High,Done,Aisha,Scheduler,29-09-2025,28-10-2025,15-10-2025,"api,frontend,ml",4,5.0,TASK-171,100,12,12-10-2025,Implement role based access Data pipeline and ETL,implement role based access data pipeline etl,2025-11-02 23:47:31.673910,4,2,1
TASK-0589,Annotate training data,Frontend design and interaction,Medium,In Progress,Esha,AuthService,01-09-2025,25-09-2025,,"ux,frontend,backend",4,,,50,14,28-09-2025,Annotate training data Frontend design and interaction,annotate training data frontend design interaction,2025-11-01 23:47:31.673910,3,5,3
TASK-0590,Data ingestion from 3rd-party,Documentation and handover,High,Review,Jaya,Platform,04-10-2025,16-10-2025,,ux,40,,,82,14,06-10-2025,Data ingestion from 3rd-party Documentation and handover,data ingestion rd party documentation handover,2025-11-06 23:47:31.673910,8,2,1
TASK-0591,User research interviews,Customer-facing improvements,Low,Blocked,Deepak,Notifications,12-08-2025,05-09-2025,,ux,40,,,27,9,22-09-2025,User research interviews Customer-facing improvements,user research interview customer facing improvement,2025-11-06 23:47:31.673910,8,1,2
TASK-0592,Evaluate model accuracy,Testing and QA tasks,High,Done,Aisha,Payments,20-08-2025,25-09-2025,06-09-2025,"ux,bug,frontend",16,14.0,TASK-281,100,5,07-09-2025,Evaluate model accuracy Testing and QA tasks,evaluate model accuracy testing qa task,2025-11-09 23:47:31.673910,11,8,1
TASK-0593,Optimize image processing,Model training and evaluation,Critical,Blocked,Deepak,Notifications,26-09-2025,05-10-2025,,data,40,,,2,6,26-09-2025,Optimize image processing Model training and evaluation,optimize image processing model training evaluation,2025-11-01 23:47:31.673910,3,2,0
